customer_id,customer_name,email,signup_date,country,age
451,Customer_450,customer_450450@gmail.com,2023-08-11,India,31
452,Customer_451,customer_451451@yahoo.com,2023-07-29,Germany,72
453,Customer_452,customer_452452@email.com,2023-10-21,UK,48
454,Customer_453,,2023-11-05,Brazil,35
455,Customer_454,,2022-10-07,USA,49
456,Customer_455,customer_455455@outlook.com,2022-12-26,Canada,23
457,Customer_456,customer_456456@gmail.com,2022-05-27,USA,41
458,Customer_457,customer_457457@email.com,2022-03-13,Canada,52
459,Customer_458,customer_458458@yahoo.com,2022-02-01,USA,44
460,Customer_459,customer_459459@gmail.com,2022-08-09,USA,39
461,Customer_460,customer_460460@company.com,2022-12-16,USA,74
462,Customer_461,customer_461461@yahoo.com,2024-01-09,France,67
463,Customer_462,customer_462462@outlook.com,2023-08-05,Australia,52
464,Customer_463,customer_463463@email.com,2022-02-23,Germany,49
465,Customer_464,customer_464464@yahoo.com,2023-09-25,Mexico,52
466,Customer_465,customer_465465@gmail.com,2022-10-06,UK,27
467,Customer_466,customer_466466@company.com,2023-05-13,USA,38
468,Customer_467,customer_467467@email.com,2022-10-07,Japan,
469,Customer_468,customer_468468@yahoo.com,2022-04-27,USA,43
470,Customer_469,customer_469469@outlook.com,2022-10-18,Mexico,47
471,Customer_470,customer_470470@email.com,2023-11-15,USA,28
472,Customer_471,customer_471471@outlook.com,2023-02-09,Mexico,72
473,Customer_472,customer_472472@email.com,2022-07-29,USA,69
474,Customer_473,customer_473473@outlook.com,2024-02-25,Japan,58
475,Customer_474,customer_474474@yahoo.com,2022-10-24,Canada,47
476,Customer_475,customer_475475@outlook.com,2023-05-25,Mexico,67
477,Customer_476,customer_476476@company.com,2023-01-25,USA,22
478,Customer_477,customer_477477@email.com,2023-05-28,Germany,62
479,Customer_478,customer_478478@email.com,2022-12-29,Mexico,22
480,Customer_479,customer_479479@gmail.com,2024-01-30,Canada,62
481,Customer_480,customer_480480@gmail.com,2023-04-16,Germany,31
482,Customer_481,customer_481481@gmail.com,2023-08-13,France,67
483,Customer_482,customer_482482@company.com,2023-12-28,Canada,71
484,Customer_483,customer_483483@company.com,2023-02-19,Germany,23
485,Customer_484,customer_484484@gmail.com,2022-06-25,Germany,42
486,Customer_485,customer_485485@email.com,2023-12-08,Brazil,73
487,Customer_486,customer_486486@outlook.com,2022-04-19,USA,44
488,Customer_487,customer_487487@yahoo.com,2023-02-15,USA,66
489,Customer_488,customer_488488@email.com,2022-11-14,Mexico,50
490,Customer_489,customer_489489@outlook.com,2024-03-08,Japan,37
491,Customer_490,customer_490490@yahoo.com,2023-10-11,Canada,32
492,Customer_491,customer_491491@gmail.com,2022-07-18,Germany,27
493,Customer_492,customer_492492@outlook.com,2023-10-23,USA,60
494,Customer_493,customer_493493@yahoo.com,2022-05-30,USA,38
495,Customer_494,customer_494494@outlook.com,2023-09-09,Canada,45
496,Customer_495,customer_495495@yahoo.com,2023-11-03,UK,44
497,Customer_496,customer_496496@gmail.com,2024-03-02,Germany,49
498,Customer_497,customer_497497@company.com,2023-08-01,USA,66
499,Customer_498,customer_498498@email.com,2023-08-02,Mexico,73
500,Customer_499,customer_499499@email.com,2023-10-05,Mexico,39
501,Customer_500,customer_500500@outlook.com,2022-03-11,France,64
502,Customer_501,customer_501501@company.com,2022-11-07,Canada,60
503,Customer_502,customer_502502@outlook.com,2022-12-27,UK,49
504,Customer_503,customer_503503@email.com,2023-04-18,India,72
505,Customer_504,customer_504504@company.com,2023-01-13,France,27
506,Customer_505,customer_505505@outlook.com,2022-04-03,USA,21
507,Customer_506,customer_506506@email.com,2023-01-29,Brazil,66
508,Customer_507,customer_507507@company.com,2024-01-27,India,41
509,Customer_508,customer_508508@gmail.com,2023-08-09,Brazil,65
510,Customer_509,customer_509509@yahoo.com,2023-05-03,Australia,68
511,Customer_510,customer_510510@email.com,2022-03-05,Germany,18
512,Customer_511,customer_511511@company.com,2022-12-18,UK,68
513,Customer_512,customer_512512@gmail.com,2022-06-26,Brazil,41
514,Customer_513,customer_513513@gmail.com,2023-03-25,Japan,45
515,Customer_514,customer_514514@company.com,2023-09-17,USA,52
516,Customer_515,customer_515515@yahoo.com,2022-10-17,USA,70
517,Customer_516,customer_516516@company.com,2022-12-13,UK,
518,Customer_517,customer_517517@email.com,2023-10-09,India,43
519,Customer_518,customer_518518@outlook.com,2022-04-07,Mexico,56
520,Customer_519,customer_519519@email.com,2022-10-18,USA,58
521,Customer_520,customer_520520@outlook.com,2023-11-04,Germany,56
522,Customer_521,customer_521521@email.com,2022-12-08,UK,23
523,Customer_522,customer_522522@gmail.com,2022-05-25,Mexico,32
524,Customer_523,customer_523523@outlook.com,2023-11-03,India,36
525,Customer_524,customer_524524@company.com,2023-12-27,India,63
526,Customer_525,customer_525525@gmail.com,2023-01-21,Canada,31
527,Customer_526,customer_526526@outlook.com,2023-11-18,UK,27
528,Customer_527,customer_527527@email.com,2023-11-18,USA,72
529,Customer_528,customer_528528@company.com,2022-01-19,USA,
530,Customer_529,customer_529529@outlook.com,2022-08-08,Japan,74
531,Customer_530,customer_530530@outlook.com,2023-05-13,India,55
532,Customer_531,customer_531531@yahoo.com,2022-05-21,Mexico,64
533,Customer_532,customer_532532@yahoo.com,2022-04-14,Mexico,32
534,Customer_533,customer_533533@email.com,2024-01-27,Germany,
535,Customer_534,customer_534534@email.com,2022-12-11,India,59
536,Customer_535,customer_535535@email.com,2023-01-21,Brazil,65
537,Customer_536,customer_536536@yahoo.com,2023-12-11,India,59
538,Customer_537,customer_537537@email.com,2022-06-19,USA,23
539,Customer_538,customer_538538@company.com,2023-01-09,Canada,60
540,Customer_539,customer_539539@yahoo.com,2023-09-18,USA,61
541,Customer_540,customer_540540@outlook.com,2023-04-05,Mexico,54
542,Customer_541,customer_541541@yahoo.com,2022-11-13,Germany,60
543,Customer_542,customer_542542@company.com,2022-07-18,USA,65
544,Customer_543,customer_543543@outlook.com,2023-08-08,France,51
545,Customer_544,customer_544544@company.com,2022-10-16,Germany,20
546,Customer_545,customer_545545@company.com,2023-03-05,UK,44
547,Customer_546,customer_546546@yahoo.com,2023-09-12,USA,19
548,Customer_547,customer_547547@yahoo.com,2022-02-23,France,39
549,Customer_548,customer_548548@company.com,2023-07-22,Canada,39
550,Customer_549,customer_549549@gmail.com,2023-06-13,India,18
551,Customer_550,customer_550550@gmail.com,2024-02-21,Canada,35
552,Customer_551,customer_551551@yahoo.com,2023-06-10,Japan,21
553,Customer_552,customer_552552@yahoo.com,2022-04-04,Germany,63
554,Customer_553,customer_553553@yahoo.com,2022-12-24,Germany,71
555,Customer_554,customer_554554@gmail.com,2023-02-10,Japan,19
556,Customer_555,customer_555555@email.com,2023-01-31,UK,72
557,Customer_556,customer_556556@gmail.com,2022-01-29,USA,46
558,Customer_557,customer_557557@outlook.com,2024-01-02,USA,32
559,Customer_558,customer_558558@outlook.com,2022-05-21,India,19
560,Customer_559,customer_559559@gmail.com,2023-04-29,Germany,45
561,Customer_560,customer_560560@yahoo.com,2023-04-26,Australia,62
562,Customer_561,customer_561561@company.com,2022-03-23,USA,57
563,Customer_562,customer_562562@gmail.com,2022-06-03,USA,18
564,Customer_563,customer_563563@email.com,2023-09-16,USA,19
565,Customer_564,customer_564564@email.com,2024-03-05,UK,39
566,Customer_565,customer_565565@outlook.com,2022-05-05,Germany,32
567,Customer_566,customer_566566@gmail.com,2023-10-17,UK,28
568,Customer_567,customer_567567@email.com,2022-04-24,UK,31
569,Customer_568,customer_568568@company.com,2022-01-17,Brazil,63
570,Customer_569,customer_569569@email.com,2024-01-06,UK,70
571,Customer_570,customer_570570@yahoo.com,2022-01-02,Canada,39
572,Customer_571,customer_571571@email.com,2023-08-08,India,69
573,Customer_572,customer_572572@company.com,2023-11-16,UK,34
574,Customer_573,customer_573573@gmail.com,2023-01-05,Germany,43
575,Customer_574,customer_574574@gmail.com,2023-07-12,Japan,28
576,Customer_575,customer_575575@email.com,2023-06-04,Brazil,53
577,Customer_576,,2023-04-27,USA,73
578,Customer_577,customer_577577@gmail.com,2023-01-18,Brazil,51
579,Customer_578,customer_578578@outlook.com,2023-01-01,Canada,36
580,Customer_579,customer_579579@gmail.com,2024-01-21,USA,53
581,Customer_580,customer_580580@gmail.com,2024-01-23,Canada,22
582,Customer_581,customer_581581@outlook.com,2022-12-27,Mexico,68
583,Customer_582,customer_582582@email.com,2023-10-21,Canada,45
584,Customer_583,customer_583583@yahoo.com,2023-12-03,UK,41
585,Customer_584,customer_584584@company.com,2023-05-06,France,50
586,Customer_585,customer_585585@yahoo.com,2022-03-06,USA,52
587,Customer_586,customer_586586@company.com,2022-07-26,USA,19
588,Customer_587,customer_587587@gmail.com,2022-02-12,USA,55
589,Customer_588,customer_588588@outlook.com,2023-06-12,USA,29
590,Customer_589,customer_589589@company.com,2023-07-11,USA,57
591,Customer_590,customer_590590@company.com,2024-02-11,USA,64
592,Customer_591,customer_591591@yahoo.com,2024-03-10,France,63
593,Customer_592,customer_592592@gmail.com,2022-12-06,USA,48
594,Customer_593,customer_593593@outlook.com,2023-01-12,UK,46
595,Customer_594,customer_594594@company.com,2024-02-01,Japan,23
596,Customer_595,customer_595595@company.com,2023-01-31,Canada,61
597,Customer_596,customer_596596@outlook.com,2023-05-24,France,31
598,Customer_597,customer_597597@company.com,2023-06-16,USA,44
599,Customer_598,customer_598598@outlook.com,2024-01-15,USA,32
600,Customer_599,customer_599599@company.com,2023-09-09,USA,23
601,Customer_600,customer_600600@yahoo.com,2022-11-25,USA,52
602,Customer_601,customer_601601@gmail.com,2023-11-08,USA,18
603,Customer_602,customer_602602@outlook.com,2023-09-10,USA,59
604,Customer_603,customer_603603@company.com,2023-03-31,USA,34
605,Customer_604,customer_604604@outlook.com,2024-01-15,USA,
606,Customer_605,customer_605605@outlook.com,2023-03-22,Canada,45
607,Customer_606,customer_606606@outlook.com,2022-02-28,USA,
608,Customer_607,customer_607607@gmail.com,2023-02-20,UK,31
609,Customer_608,customer_608608@outlook.com,2024-02-07,Canada,57
610,Customer_609,customer_609609@yahoo.com,2022-05-27,France,18
611,Customer_610,customer_610610@email.com,2023-03-25,USA,65
612,Customer_611,customer_611611@gmail.com,2022-08-30,India,
613,Customer_612,customer_612612@outlook.com,2023-08-04,Germany,29
614,Customer_613,customer_613613@gmail.com,2023-11-27,USA,59
615,Customer_614,customer_614614@company.com,2023-01-16,Japan,33
616,Customer_615,customer_615615@company.com,2023-08-11,Brazil,21
617,Customer_616,customer_616616@yahoo.com,2023-02-12,USA,36
618,Customer_617,customer_617617@outlook.com,2022-09-13,USA,31
619,Customer_618,,2022-07-10,India,65
620,Customer_619,customer_619619@company.com,2023-07-30,Australia,33
621,Customer_620,customer_620620@gmail.com,2022-09-24,USA,62
622,Customer_621,customer_621621@company.com,2023-09-19,USA,68
623,Customer_622,customer_622622@outlook.com,2023-05-18,UK,41
624,Customer_623,customer_623623@yahoo.com,2022-03-17,Canada,69
625,Customer_624,customer_624624@company.com,2024-01-01,Germany,37
626,Customer_625,customer_625625@company.com,2023-11-30,UK,72
627,Customer_626,customer_626626@outlook.com,2023-12-28,Canada,20
628,Customer_627,customer_627627@gmail.com,2022-10-25,Australia,56
629,Customer_628,customer_628628@outlook.com,2023-12-30,USA,44
630,Customer_629,customer_629629@yahoo.com,2023-06-05,USA,38
631,Customer_630,customer_630630@yahoo.com,2022-07-25,Australia,52
632,Customer_631,customer_631631@yahoo.com,2023-05-21,Japan,57
633,Customer_632,customer_632632@gmail.com,2023-08-10,Canada,
634,Customer_633,customer_633633@outlook.com,2023-07-19,Canada,25
635,Customer_634,customer_634634@yahoo.com,2022-03-30,USA,57
636,Customer_635,customer_635635@gmail.com,2024-01-05,UK,54
637,Customer_636,customer_636636@company.com,2024-02-27,Canada,72
638,Customer_637,customer_637637@company.com,2022-03-17,USA,60
639,Customer_638,customer_638638@yahoo.com,2023-10-20,USA,72
640,Customer_639,customer_639639@gmail.com,2023-11-28,UK,57
641,Customer_640,customer_640640@email.com,2024-03-09,USA,32
642,Customer_641,customer_641641@email.com,2022-07-06,UK,21
643,Customer_642,customer_642642@yahoo.com,2022-02-26,USA,61
644,Customer_643,customer_643643@gmail.com,2022-11-08,UK,53
645,Customer_644,customer_644644@yahoo.com,2023-12-28,USA,
646,Customer_645,customer_645645@yahoo.com,2023-06-16,Japan,36
647,Customer_646,customer_646646@outlook.com,2022-09-14,Germany,72
648,Customer_647,customer_647647@yahoo.com,2023-07-19,France,45
649,Customer_648,customer_648648@outlook.com,2022-11-07,India,40
650,Customer_649,customer_649649@email.com,2023-05-30,Canada,42
651,Customer_650,customer_650650@yahoo.com,2023-08-18,USA,27
652,Customer_651,customer_651651@yahoo.com,2023-10-02,Canada,37
653,Customer_652,customer_652652@email.com,2023-08-01,Germany,37
654,Customer_653,customer_653653@gmail.com,2022-01-30,Australia,18
655,Customer_654,customer_654654@gmail.com,2023-10-19,UK,61
656,Customer_655,customer_655655@email.com,2022-08-04,USA,39
657,Customer_656,customer_656656@email.com,2023-10-17,USA,64
658,Customer_657,customer_657657@gmail.com,2023-10-05,UK,66
659,Customer_658,customer_658658@email.com,2022-11-06,France,27
660,Customer_659,customer_659659@company.com,2023-12-03,Germany,54
661,Customer_660,customer_660660@company.com,2022-03-16,UK,43
662,Customer_661,customer_661661@gmail.com,2023-03-02,Mexico,67
663,Customer_662,customer_662662@company.com,2022-12-15,Germany,27
664,Customer_663,customer_663663@email.com,2024-01-06,USA,55
665,Customer_664,customer_664664@outlook.com,2022-12-20,USA,51
666,Customer_665,customer_665665@company.com,2023-01-15,USA,32
667,Customer_666,customer_666666@email.com,2022-11-23,USA,23
668,Customer_667,customer_667667@yahoo.com,2022-10-01,USA,54
669,Customer_668,customer_668668@company.com,2022-04-10,USA,59
670,Customer_669,customer_669669@gmail.com,2023-01-29,USA,33
671,Customer_670,customer_670670@email.com,2022-06-13,USA,53
672,Customer_671,customer_671671@outlook.com,2024-01-09,Japan,38
673,Customer_672,customer_672672@outlook.com,2022-06-13,USA,57
674,Customer_673,customer_673673@company.com,2023-04-24,Canada,26
675,Customer_674,customer_674674@company.com,2023-05-25,UK,68
676,Customer_675,customer_675675@gmail.com,2023-02-07,Mexico,32
677,Customer_676,customer_676676@email.com,2022-09-04,USA,37
678,Customer_677,customer_677677@yahoo.com,2022-02-19,UK,18
679,Customer_678,customer_678678@gmail.com,2023-09-04,Mexico,21
680,Customer_679,customer_679679@company.com,2022-01-09,Japan,45
681,Customer_680,customer_680680@gmail.com,2022-09-28,India,31
682,Customer_681,customer_681681@outlook.com,2023-01-10,USA,65
683,Customer_682,customer_682682@gmail.com,2023-08-07,USA,
684,Customer_683,customer_683683@email.com,2023-07-21,France,37
685,Customer_684,customer_684684@outlook.com,2023-06-01,Brazil,35
686,Customer_685,customer_685685@company.com,2022-10-14,Germany,
687,Customer_686,customer_686686@email.com,2022-05-02,Germany,22
688,Customer_687,customer_687687@yahoo.com,2023-02-08,USA,39
689,Customer_688,customer_688688@outlook.com,2022-12-14,India,44
690,Customer_689,customer_689689@email.com,2024-02-13,USA,39
691,Customer_690,customer_690690@yahoo.com,2023-06-06,UK,46
692,Customer_691,customer_691691@company.com,2022-02-16,UK,50
693,Customer_692,customer_692692@gmail.com,2022-12-08,Canada,
694,Customer_693,customer_693693@company.com,2022-06-02,USA,42
695,Customer_694,customer_694694@email.com,2022-05-24,USA,72
696,Customer_695,customer_695695@outlook.com,2022-11-23,Germany,46
697,Customer_696,customer_696696@yahoo.com,2023-09-24,USA,55
698,Customer_697,customer_697697@outlook.com,2023-06-04,Germany,33
699,Customer_698,customer_698698@email.com,2023-12-27,USA,61
700,Customer_699,customer_699699@email.com,2022-01-18,Canada,61
701,Customer_700,customer_700700@outlook.com,2022-04-23,Canada,46
702,Customer_701,customer_701701@company.com,2024-01-13,USA,73
703,Customer_702,customer_702702@gmail.com,2022-09-29,UK,22
704,Customer_703,customer_703703@email.com,2024-01-09,USA,
705,Customer_704,customer_704704@gmail.com,2022-06-24,USA,61
706,Customer_705,customer_705705@email.com,2023-09-27,Mexico,63
707,Customer_706,customer_706706@company.com,2023-11-29,UK,22
708,Customer_707,customer_707707@yahoo.com,2023-12-19,India,30
709,Customer_708,customer_708708@gmail.com,2023-03-28,USA,
710,Customer_709,customer_709709@outlook.com,2023-02-27,France,32
711,Customer_710,customer_710710@yahoo.com,2024-03-04,India,61
712,Customer_711,customer_711711@email.com,2024-01-24,Germany,46
713,Customer_712,customer_712712@gmail.com,2023-06-16,Canada,35
714,Customer_713,customer_713713@yahoo.com,2023-11-10,UK,37
715,Customer_714,customer_714714@company.com,2022-11-18,UK,
716,Customer_715,customer_715715@yahoo.com,2023-06-30,Brazil,32
717,Customer_716,customer_716716@outlook.com,2023-11-24,India,53
718,Customer_717,customer_717717@outlook.com,2022-07-16,Mexico,73
719,Customer_718,customer_718718@yahoo.com,2022-11-02,USA,65
720,Customer_719,customer_719719@yahoo.com,2022-11-01,Australia,
721,Customer_720,customer_720720@outlook.com,2023-12-08,Brazil,68
722,Customer_721,customer_721721@company.com,2022-12-24,USA,61
723,Customer_722,customer_722722@email.com,2024-01-09,USA,61
724,Customer_723,customer_723723@outlook.com,2023-08-11,Australia,42
725,Customer_724,customer_724724@email.com,2023-02-09,Germany,38
726,Customer_725,customer_725725@outlook.com,2022-05-30,India,33
727,Customer_726,customer_726726@outlook.com,2024-01-02,USA,18
728,Customer_727,customer_727727@gmail.com,2023-03-29,India,28
729,Customer_728,customer_728728@outlook.com,2022-08-08,USA,29
730,Customer_729,customer_729729@yahoo.com,2022-10-05,USA,44
731,Customer_730,customer_730730@email.com,2022-05-21,USA,59
732,Customer_731,customer_731731@gmail.com,2023-08-24,India,43
733,Customer_732,customer_732732@yahoo.com,2023-11-17,France,18
734,Customer_733,customer_733733@email.com,2022-08-27,Canada,72
735,Customer_734,customer_734734@gmail.com,2022-12-05,UK,71
736,Customer_735,customer_735735@company.com,2024-02-29,Japan,62
737,Customer_736,,2023-07-18,UK,74
738,Customer_737,customer_737737@yahoo.com,2023-05-03,India,47
739,Customer_738,customer_738738@company.com,2024-02-14,UK,72
740,Customer_739,customer_739739@outlook.com,2023-10-24,UK,19
741,Customer_740,customer_740740@gmail.com,2022-04-02,Canada,36
742,Customer_741,customer_741741@email.com,2024-01-27,UK,28
743,Customer_742,customer_742742@gmail.com,2022-06-29,Australia,26
744,Customer_743,customer_743743@company.com,2022-06-30,Canada,23
745,Customer_744,customer_744744@gmail.com,2023-02-11,USA,52
746,Customer_745,customer_745745@company.com,2024-02-06,Japan,61
747,Customer_746,customer_746746@outlook.com,2022-01-10,UK,49
748,Customer_747,customer_747747@outlook.com,2022-04-20,Canada,23
749,Customer_748,customer_748748@outlook.com,2023-10-19,Brazil,63
750,Customer_749,customer_749749@email.com,2022-05-18,Germany,53
751,Customer_750,customer_750750@email.com,2022-07-17,USA,38
752,Customer_751,customer_751751@gmail.com,2024-01-19,Brazil,55
753,Customer_752,customer_752752@company.com,2024-01-06,Germany,30
754,Customer_753,,2022-12-12,UK,35
755,Customer_754,customer_754754@outlook.com,2024-02-15,USA,70
756,Customer_755,customer_755755@yahoo.com,2023-10-17,India,32
757,Customer_756,customer_756756@company.com,2023-06-12,Germany,43
758,Customer_757,customer_757757@outlook.com,2023-11-17,Canada,68
759,Customer_758,customer_758758@gmail.com,2022-05-24,Japan,57
760,Customer_759,customer_759759@company.com,2022-09-12,India,18
761,Customer_760,customer_760760@gmail.com,2022-08-30,USA,23
762,Customer_761,customer_761761@company.com,2022-12-04,UK,
763,Customer_762,customer_762762@outlook.com,2023-08-10,USA,52
764,Customer_763,customer_763763@gmail.com,2023-01-04,Australia,41
765,Customer_764,customer_764764@yahoo.com,2022-05-02,USA,23
766,Customer_765,customer_765765@company.com,2023-02-20,Germany,72
767,Customer_766,customer_766766@email.com,2023-12-22,India,46
768,Customer_767,customer_767767@outlook.com,2023-10-17,Japan,29
769,Customer_768,customer_768768@outlook.com,2022-08-15,UK,45
770,Customer_769,customer_769769@yahoo.com,2023-05-05,India,55
771,Customer_770,customer_770770@yahoo.com,2023-09-13,USA,19
772,Customer_771,customer_771771@outlook.com,2023-07-17,India,31
773,Customer_772,customer_772772@company.com,2023-11-12,USA,63
774,Customer_773,customer_773773@yahoo.com,2023-11-28,UK,42
775,Customer_774,customer_774774@email.com,2022-03-25,India,47
776,Customer_775,customer_775775@email.com,2023-12-22,USA,40
777,Customer_776,customer_776776@outlook.com,2023-08-01,USA,
778,Customer_777,customer_777777@gmail.com,2023-07-15,Australia,24
779,Customer_778,customer_778778@email.com,2023-07-04,Australia,41
780,Customer_779,customer_779779@yahoo.com,2023-06-17,France,27
781,Customer_780,customer_780780@company.com,2022-07-30,France,
782,Customer_781,customer_781781@email.com,2023-06-07,Canada,65
783,Customer_782,customer_782782@company.com,2023-04-10,USA,73
784,Customer_783,customer_783783@yahoo.com,2023-04-13,UK,62
785,Customer_784,customer_784784@email.com,2023-04-19,USA,66
786,Customer_785,customer_785785@outlook.com,2023-02-10,Brazil,29
787,Customer_786,customer_786786@outlook.com,2024-02-03,Germany,72
788,Customer_787,customer_787787@yahoo.com,2022-02-16,UK,26
789,Customer_788,customer_788788@company.com,2022-03-07,Canada,72
790,Customer_789,customer_789789@email.com,2022-03-12,Brazil,74
791,Customer_790,customer_790790@company.com,2023-02-23,USA,57
792,Customer_791,customer_791791@yahoo.com,2024-02-24,Germany,73
793,Customer_792,customer_792792@company.com,2023-01-27,Canada,49
794,Customer_793,customer_793793@company.com,2023-01-22,Germany,30
795,Customer_794,customer_794794@company.com,2023-11-09,USA,41
796,Customer_795,customer_795795@email.com,2022-12-23,Japan,50
797,Customer_796,customer_796796@gmail.com,2023-07-05,Brazil,19
798,Customer_797,customer_797797@company.com,2024-01-16,Germany,52
799,Customer_798,customer_798798@yahoo.com,2024-02-14,France,73
800,Customer_799,customer_799799@gmail.com,2023-04-20,Brazil,26
801,Customer_800,customer_800800@email.com,2023-01-24,Australia,62
802,Customer_801,customer_801801@yahoo.com,2022-12-21,USA,69
803,Customer_802,customer_802802@yahoo.com,2024-01-13,Germany,71
804,Customer_803,customer_803803@gmail.com,2023-11-08,Germany,72
805,Customer_804,customer_804804@company.com,2022-01-17,UK,46
806,Customer_805,customer_805805@yahoo.com,2022-04-14,Australia,73
807,Customer_806,customer_806806@email.com,2023-09-05,Brazil,60
808,Customer_807,customer_807807@gmail.com,2022-02-15,Brazil,24
809,Customer_808,customer_808808@company.com,2023-07-07,Canada,43
810,Customer_809,customer_809809@yahoo.com,2024-03-05,USA,58
811,Customer_810,customer_810810@gmail.com,2022-10-24,Mexico,29
812,Customer_811,customer_811811@yahoo.com,2024-01-20,India,53
813,Customer_812,customer_812812@email.com,2023-09-05,USA,54
814,Customer_813,customer_813813@outlook.com,2022-05-27,Brazil,24
815,Customer_814,customer_814814@email.com,2022-11-04,Japan,48
816,Customer_815,customer_815815@outlook.com,2023-08-29,Canada,61
817,Customer_816,customer_816816@yahoo.com,2023-03-14,Germany,44
818,Customer_817,customer_817817@email.com,2022-12-19,UK,
819,Customer_818,customer_818818@company.com,2022-11-23,USA,
820,Customer_819,customer_819819@company.com,2022-11-04,UK,36
821,Customer_820,customer_820820@company.com,2023-07-05,India,70
822,Customer_821,customer_821821@company.com,2022-08-19,USA,28
823,Customer_822,customer_822822@outlook.com,2022-05-28,UK,53
824,Customer_823,customer_823823@company.com,2023-07-30,UK,28
825,Customer_824,customer_824824@company.com,2023-07-25,Canada,34
826,Customer_825,customer_825825@email.com,2022-09-06,Brazil,65
827,Customer_826,customer_826826@outlook.com,2023-10-25,UK,58
828,Customer_827,customer_827827@gmail.com,2023-01-15,UK,20
829,Customer_828,customer_828828@gmail.com,2022-07-15,Australia,40
830,Customer_829,customer_829829@gmail.com,2023-11-21,Canada,
831,Customer_830,customer_830830@email.com,2022-03-16,USA,43
832,Customer_831,customer_831831@yahoo.com,2023-08-25,Canada,54
833,Customer_832,customer_832832@email.com,2022-08-02,USA,22
834,Customer_833,customer_833833@outlook.com,2022-01-16,USA,32
835,Customer_834,customer_834834@yahoo.com,2024-01-30,Canada,38
836,Customer_835,customer_835835@gmail.com,2024-02-12,UK,70
837,Customer_836,customer_836836@company.com,2023-12-14,Brazil,74
838,Customer_837,customer_837837@email.com,2023-02-11,UK,
839,Customer_838,customer_838838@yahoo.com,2024-03-05,Germany,60
840,Customer_839,customer_839839@outlook.com,2023-07-01,France,37
841,Customer_840,customer_840840@outlook.com,2023-01-04,USA,38
842,Customer_841,customer_841841@email.com,2023-04-23,France,60
843,Customer_842,customer_842842@gmail.com,2024-01-10,USA,70
844,Customer_843,customer_843843@company.com,2022-11-24,Mexico,72
845,Customer_844,customer_844844@yahoo.com,2023-02-28,USA,49
846,Customer_845,customer_845845@gmail.com,2022-08-15,UK,36
847,Customer_846,,2023-07-21,USA,62
848,Customer_847,customer_847847@email.com,2023-03-04,Mexico,30
849,Customer_848,customer_848848@outlook.com,2022-12-04,Canada,48
850,Customer_849,customer_849849@yahoo.com,2022-09-09,Germany,36
851,Customer_850,customer_850850@company.com,2023-12-03,USA,54
852,Customer_851,customer_851851@outlook.com,2023-05-16,Australia,29
853,Customer_852,customer_852852@company.com,2024-01-21,USA,26
854,Customer_853,customer_853853@outlook.com,2024-01-08,Japan,70
855,Customer_854,customer_854854@email.com,2023-07-10,USA,21
856,Customer_855,customer_855855@gmail.com,2022-03-18,USA,45
857,Customer_856,customer_856856@gmail.com,2023-02-27,USA,28
858,Customer_857,customer_857857@yahoo.com,2022-08-25,Canada,
859,Customer_858,customer_858858@gmail.com,2022-01-10,Germany,
860,Customer_859,customer_859859@yahoo.com,2023-01-18,USA,25
861,Customer_860,customer_860860@gmail.com,2023-11-14,India,67
862,Customer_861,customer_861861@email.com,2023-11-07,Canada,31
863,Customer_862,,2023-06-29,Canada,72
864,Customer_863,customer_863863@email.com,2022-01-18,UK,49
865,Customer_864,customer_864864@email.com,2023-07-03,UK,41
866,Customer_865,,2023-12-16,Germany,49
867,Customer_866,customer_866866@company.com,2022-07-03,USA,46
868,Customer_867,customer_867867@gmail.com,2023-06-21,USA,60
869,Customer_868,customer_868868@yahoo.com,2023-09-27,Japan,31
870,Customer_869,customer_869869@email.com,2022-12-29,Brazil,36
871,Customer_870,customer_870870@outlook.com,2022-03-22,UK,68
872,Customer_871,customer_871871@outlook.com,2023-04-16,USA,71
873,Customer_872,customer_872872@email.com,2023-12-15,France,68
874,Customer_873,customer_873873@yahoo.com,2022-03-24,UK,40
875,Customer_874,customer_874874@gmail.com,2023-01-24,USA,61
876,Customer_875,customer_875875@company.com,2022-02-27,USA,43
877,Customer_876,customer_876876@gmail.com,2022-03-26,Australia,44
878,Customer_877,customer_877877@company.com,2023-10-23,France,27
879,Customer_878,customer_878878@outlook.com,2022-04-08,USA,50
880,Customer_879,customer_879879@email.com,2022-08-24,USA,26
881,Customer_880,customer_880880@yahoo.com,2023-12-10,USA,34
882,Customer_881,customer_881881@email.com,2022-02-17,France,66
883,Customer_882,customer_882882@gmail.com,2022-10-15,USA,27
884,Customer_883,customer_883883@email.com,2022-02-03,USA,19
885,Customer_884,customer_884884@yahoo.com,2022-11-19,India,19
886,Customer_885,customer_885885@gmail.com,2023-08-25,USA,71
887,Customer_886,customer_886886@yahoo.com,2023-12-31,France,45
888,Customer_887,customer_887887@company.com,2022-11-03,USA,39
889,Customer_888,customer_888888@yahoo.com,2023-08-04,USA,63
890,Customer_889,customer_889889@company.com,2023-07-08,USA,65
891,Customer_890,customer_890890@outlook.com,2024-01-28,Australia,34
892,Customer_891,customer_891891@yahoo.com,2023-12-07,Japan,56
893,Customer_892,customer_892892@gmail.com,2022-12-21,India,61
